"","state","year","entered","entered.nkin","bent","went","cl","bcl","wcl","pl.pre.adopt","pl.foster.rel","pl.foster.non.rel","pl.grphome","pl.inst","pl.indliv","pl.awol","pl.trialvis","b.pl.pre.adopt","b.pl.foster.rel","b.pl.foster.non.rel","b.pl.grphome","b.pl.inst","b.pl.indliv","b.pl.awol","b.pl.trialvis","w.pl.pre.adopt","w.pl.foster.rel","w.pl.foster.non.rel","w.pl.grphome","w.pl.inst","w.pl.indliv","w.pl.awol","w.pl.trialvis","cg.reunify","cg.other.rel","cg.adopt","cg.long.fc","cg.emanc","cg.guard","cg.noplan","cg.na","b.cg.reunify","b.cg.other.rel","b.cg.adopt","b.cg.long.fc","b.cg.emanc","b.cg.guard","b.cg.noplan","b.cg.na","w.cg.reunify","w.cg.other.rel","w.cg.adopt","w.cg.long.fc","w.cg.emanc","w.cg.guard","w.cg.noplan","w.cg.na","prtjail","pop","whtpop","blkpop","child","blkchild","whtchild","adult","blkadult","whtadult","pov","childpov","blkpov","whtpov","blkchildpov","whtchildpov","unemp","whtunemp","blkunemp","emp","whtemp","blkemp","LessHS","wLessHS","bLessHS","kidskincare","wkidskincare","bkidskincare","kids2par","wkids2par","bkids2par","avgrent","incartot","new.incar","stname","police.ft.emp","police.tot.pay","welfare.ft.emp","welfare.tot.pay","cor.ft.emp","cor.tot.pay","edu.ft.emp","edu.tot.pay","drop","hosp.ft.emp","hosp.tot.pay","drop.1","tot.ft.emp","tot.tot.pay","statename","citi6010","inst6010_adacope","inst6010_nom","death.sent","death.pen","crime","food.insec","GSP","AFDCRec","SNAPRec","AFDCBen3","SNAPBen3","AFDCFS3Ben","Total.SSI","npoor","eitc.st","medicaidrec","WIC.par","NSLP.Total","SBP.Total","rpp"
"353",12,2007,19358,8900,7519,9567,67118,19479,23067,3395,22897,15168,1677,3903,65,585,5,1122,9227,6225,784,1843,17,224,0,1908,11311,7123,745,1640,37,276,5,24338,1212,10647,2620,307,3999,4575,0,9661,593,4293,1329,153,1631,1796,0,11864,504,5222,1038,121,2025,2261,0,1654,17600712,10784950,2638466,3995559,836888,2019068,13605153,1801578,8765882,2236790,739425,621076,937462,276841,218554,518357,261037,128694,8219077,5058426,1164507,0.123040169775772,0.0814754491127445,0.187441936155004,362027,134462,129756,2405422,1400346,290689,1105.02469506009,95187,33595,"FL",41173,237843560.52,15844,57387688.92,45896,174632720.04,364918,1429700547,"Hospitals",47559,224399893,"Total",813609,3545280773.64,"Florida",49.36701,14.21053,15.13903,21,TRUE,876098,0.141,773521,76472,1232803,327.24,440.64,711,623,2250,0,2046800,420514,1536860,600468,0.9945
"354",13,2007,9026,7149,4436,3922,30837,10956,9578,1181,4784,11556,1807,1640,0,258,582,522,2383,5837,1004,817,0,153,239,582,2235,4905,707,756,0,94,297,14920,1505,3266,844,1138,33,105,0,7223,971,1562,530,576,27,67,0,6730,472,1514,292,534,5,31,0,796,9067952,5372500,2650126,2458635,824255,1271591,6609317,1825871,4100909,1347177,518467,643516,500034,285784,140662,323913,137829,154740,4313537,2671790,1159779,0.151383627578842,0.119457925103524,0.169214115264158,237114,85776,120773,1480877,955487,281347,895.203114272105,54256,21171,"GA",21334,84918558.6,10532,32092000.2,28955,88833394.44,268878,994335396,"Hospitals",24480,85442504,"Total",480228,1840357714.68,"Georgia",37.73932,10.06772,11.50578,4,TRUE,404422,0.163,409935,45106,950038,302.4,440.64,688,623,1294,0,1217172,283111,1272122,522309,0.924333333333333
"355",15,2007,1447,950,75,654,5172,197,1660,167,1359,1773,129,167,0,100,0,9,68,101,9,5,0,3,0,84,573,816,58,79,0,38,0,2168,120,682,246,7,154,96,0,109,4,51,11,0,3,4,0,992,58,298,106,3,57,30,0,70,1239628,300028,26583,284701,7804,50781,954927,18779,249247,117603,35363,1317,25763,101,4396,28327,7172,978,622325,165445,14958,0.0928775701455094,0.0395621436716078,0.0280891379770483,51557,2350,542,188088,39078,5279,1442.96768578695,5457,1525,"HI",2906,16904084.4,1029,4097988.72,2357,11483827.92,30463,137618526,"Hospitals",3984,17527154,"Total",65221,310947905.16,"Hawaii",70.81692,61.14619,63.21171,0,FALSE,56410,0.107,64793,14055,89629,615.6,680.4,1200,623,94,0,189630,32612,101584,34198,1.171
"356",16,2007,1560,1361,40,1211,4914,98,2530,305,490,1539,110,257,0,17,636,11,4,48,1,4,0,0,30,201,378,1162,89,214,0,10,476,1706,100,751,21,152,25,527,0,47,3,26,1,4,1,15,0,1322,62,540,14,118,17,396,0,324,1429198,1225837,8007,398760,3807,316268,1030438,4200,909569,192158,70525,1898,140564,1309,44768,39061,30747,261,683849,601259,3027,0.103340592842109,0.0731504134437904,0.053019145802651,20908,14128,85,292491,241473,2245,782.983494584838,7055,4063,"ID",2827,12766254.48,1630,6059954.52,3106,11509967.16,36764,124772892,"Hospitals",5856,24085885,"Total",70554,278385624.36,"Idaho",23.14802,12.75,10.82102,0,TRUE,37460,0.124,54921,2511,87068,333.72,440.64,717,655,149,0,183874,38087,165308,63603,0.9385
"357",17,2007,5004,2847,2334,2244,28782,14142,7722,2049,7009,7601,329,1611,2554,210,2414,1225,4054,4432,213,1062,1931,150,1074,666,2417,2517,87,432,460,36,1107,4812,0,6611,448,6843,2333,2731,0,2220,0,3587,311,4863,1511,1650,0,2134,0,2516,101,1515,641,815,0,5,12460070,8131599,1801445,3210002,566207,1793223,9250068,1235238,6338376,1524641,561181,510522,616616,229650,156893,490438,249177,144072,6042885,4215266,681626,0.120770881296283,0.073753737246292,0.149568160654594,259840,78582,109943,2123131,1395821,146390,950.137003370851,45215,36028,"IL",37296,186042151.08,15595,68080265.64,21895,105147202.68,313221,1369773361,"Hospitals",21891,107144287,"Total",570457,2797512782.04,"Illinois",59.06579,78.52572,77.75258,3,TRUE,186124,0.119,646172,73366,1246400,427.68,440.64,804,623,1262,0.05,2026649,279982,1121006,267868,1.008
"358",18,2007,7833,6679,2345,4913,26756,6484,11202,0,2550,10957,521,2551,221,180,1935,0,944,3656,121,894,95,80,689,0,1515,6502,373,1486,116,78,1129,9813,282,4379,1691,0,521,2237,0,3183,120,1715,641,0,144,681,0,5973,147,2405,956,0,344,1377,0,791,6116196,5136666,519519,1584827,169066,1241712,4531369,350453,3894954,772867,285905,142408,531255,66420,172130,212515,158292,35583,2969308,2564831,211028,0.121790463324245,0.109521481329817,0.14546506661523,109781,74889,21101,1026969,875480,48868,781.321636161795,25137,17654,"IN",11722,52520509.08,5626,17029339.56,12909,40447821.96,171548,666970887,"Hospitals",23611,103759891,"Total",299326,1212486844.32,"Indiana",52.47099,20.25917,13.93822,0,TRUE,217509,0.117,271176,120177,587156,311.04,440.64,696,623,740,0.06,846810,140891,744055,178350,0.914
"359",19,2007,5210,4255,800,3485,18995,2197,9523,1292,1633,2955,1369,428,143,101,5864,262,240,477,226,57,22,20,893,810,1168,2000,990,331,110,70,4044,7638,607,2126,1589,0,142,0,0,1225,71,431,229,0,15,0,0,5255,471,1370,1219,0,104,0,0,248,2867190,2607026,66274,703823,25035,601781,2163367,41239,2005245,327443,107566,26355,254364,13018,70726,77408,65605,4053,1507318,1401662,26182,0.0879282271195731,0.0753609383215742,0.171521732443323,31078,21800,1877,494444,444487,7423,715.950111605515,8692,5732,"IA",5289,25166718.36,3970,16595359.92,4357,19560300.12,86146,358829638,"Hospitals",14933,75225899,"Total",152396,700414550.28,"Iowa",52.47612,69.8765,63.15894,0,FALSE,87634,0.119,136818,42020,238349,460.08,440.64,834,645,264,0.07,366521,69468,392976,80795,0.895166666666667
"360",20,2007,4075,3039,785,2858,14290,2165,7030,1115,1939,3877,224,546,74,178,2247,267,424,845,70,119,20,57,358,745,1369,2622,133,364,48,95,1647,6414,0,2536,0,836,417,11,0,1196,0,708,0,164,93,4,0,4511,0,1612,0,593,307,6,0,343,2675692,2171752,150280,693236,48018,514031,1982456,102262,1657721,320339,111773,35899,206687,16390,59395,73073,51529,10135,1381921,1157568,65809,0.0932878594772405,0.06655916295938,0.10738190398228,40994,23504,7031,475358,377005,15800,777.829272934397,8721,4865,"KS",6411,28966296.6,3081,9776592,6393,21156073.56,94632,347613269,"Hospitals",10101,34932493,"Total",167088,648388156.32,"Kansas",41.97516,51.4677,42.82106,0,TRUE,113885,0.15,120642,37914,182407,463.32,440.64,837,623,319,0.17,262326,69067,344187,87895,0.901333333333333
"361",21,2007,5790,4602,1077,4365,18451,2707,9238,2371,1869,4254,66,1937,194,314,1656,517,296,893,16,421,45,103,416,1665,1506,3119,48,1427,138,202,1133,6878,338,2811,495,700,12,1,0,1338,87,708,122,181,3,1,0,5144,246,1922,355,506,8,0,0,552,4090655,3620985,296866,998587,90932,841811,3092068,205934,2779174,701281,235090,84944,573896,36811,177209,137928,114597,19088,1859760,1663247,124677,0.182297643800875,0.180994182187019,0.16913890782576,82341,65488,10762,631700,570947,24837,689.168663448735,15364,15494,"KY",7344,29670216.84,7153,23251313.52,7523,21960816.12,139311,437115221,"Hospitals",8293,31573513,"Total",228171,796927391.64,"Kentucky",39.44261,26.63498,29.90683,0,TRUE,109788,0.142,155495,61171,602022,282.96,440.64,670,623,653,0,707625,129684,548586,228052,0.887833333333333
"362",22,2007,3633,2302,1762,1735,12274,4287,4125,468,2287,3726,356,743,43,133,874,204,1034,1839,219,465,30,80,406,257,1194,1773,127,269,13,50,441,6612,175,1209,567,57,21,0,0,3245,80,572,349,34,7,0,0,3172,92,617,207,23,14,0,0,128,4217714,2630720,1336073,1099488,426118,596357,3118226,909955,2034363,820326,312230,457269,311284,203404,88465,153017,62870,81917,1879053,1258139,509219,0.177085839227196,0.142060233070707,0.250228402791908,134435,48739,77690,590510,422518,118946,758.792992771085,20461,15723,"LA",12188,45473864.4,5965,20206710.36,12244,41532597.72,120419,389235962,"Hospitals",29098,112644182,"Total",246173,877051428.48,"Louisiana",32.82051,65.66666,73.70787,1,TRUE,191614,0.132,209013,24374,650357,259.2,440.64,648,623,673,0,981026,128914,583224,231819,0.9115
"363",23,2007,846,589,65,708,3747,172,2499,460,462,1055,326,68,75,29,346,24,20,87,15,4,4,0,18,403,409,873,293,59,66,27,293,905,88,869,97,406,92,161,0,53,6,49,5,15,6,22,0,775,70,764,88,366,75,118,0,105,1276853,1212069,13712,279300,6533,253343,997553,7179,958726,164269,51511,5133,147587,2956,43368,35920,33678,610,651397,624418,5317,0.0925355349200436,0.0899458153532476,0.100431189363996,13468,11264,551,177038,164849,1728,787.735398996018,2148,1150,"ME",2221,10597109.04,3445,12789161.28,1938,8223312.24,39582,142172324,"Hospitals",1221,5192316,"Total",67197,272605784.04,"Maine",70.32111,88.85944,75.23302,0,FALSE,33572,0.147,49370,24721,162602,523.8,440.64,893,633,142,0.05,305629,24693,108738,33352,0.977
"364",24,2007,2671,1761,1739,766,14308,8467,2715,326,3698,4070,1634,306,158,201,800,180,2958,2812,1152,198,110,155,535,128,629,1085,425,95,33,38,217,3898,882,2046,1497,783,1466,411,0,2536,743,1424,1204,574,1268,250,0,1157,120,524,271,183,171,125,0,207,5456383,3205932,1555652,1362428,440089,709667,4093955,1115563,2496265,452388,151674,214250,175530,87767,43584,166061,66295,79128,2827450,1719206,758680,0.105055254343914,0.0808748781641471,0.124103280069425,122015,38959,65481,862624,541794,176066,1202.40392382585,23184,10888,"MD",13655,83223334.44,9535,41861249.28,15258,68991901.2,138873,724819449,"Hospitals",4637,18156076,"Total",269032,1426682988.36,"Maryland",70.33848,62.125,49.84236,0,TRUE,229349,0.111,291347,41997,317825,592.92,440.64,957,623,491,0.2,684926,123868,439590,136643,1.1085
"365",25,2007,6413,5252,1319,3184,23112,3603,8274,671,2830,6093,1608,1033,197,443,3787,136,545,1443,378,225,40,119,706,354,1578,2694,828,561,114,150,1978,8591,3,3446,1417,2008,901,92,0,1739,1,777,318,493,207,20,0,4349,2,1638,696,973,477,47,0,188,6221882,4951238,369030,1442298,114511,1051019,4779584,254519,3900219,630236,194525,80551,344121,33704,78750,204994,144372,19893,3194924,2620826,165062,0.098196121827343,0.0762384340926626,0.138272998082597,81263,47589,11852,989027,805370,40982,1170.11454583991,11071,2704,"MA",19735,122737209.12,8402,42180499.44,8739,43865088.84,157165,755171593,"Hospitals",9770,44421769,"Total",299320,1577164799.16,"Massachusetts",84.42956,76.38303,64.87682,0,FALSE,182417,0.089,379868,91292,456192,683.64,440.64,1016,737,707,0.15,1215160,118072,561853,129261,1.07683333333333
"366",26,2007,9114,5186,3979,4504,38495,14539,13081,3115,9965,8290,56,3750,1269,519,2417,1389,5015,3843,21,2203,724,330,1014,1542,4396,3907,32,1344,496,142,1222,15531,1162,7897,1565,2797,429,0,0,7462,764,3873,730,1556,154,0,0,7061,353,3577,747,1100,243,0,0,753,9835961,7664847,1362009,2468925,435346,1746979,7367036,926663,5917868,1368688,492208,421392,784339,191927,226015,463226,308614,111823,4522841,3710977,481619,0.104611200259391,0.0883390963268734,0.161488204757102,161374,83472,58327,1598196,1298853,120755,854.64567006555,50233,13375,"MI",17688,94612440.96,11708,56702577.96,21929,107360508.24,238320,1194315895,"Hospitals",21576,103388813,"Total",411659,2145380966.64,"Michigan",59.70505,63.37914,59.64443,0,FALSE,357692,0.121,401866,190426,1204409,528.12,440.64,897,637,1076,0.1,1588981,232206,896882,239034,0.947833333333333
"367",27,2007,7756,6526,2028,3783,21977,3771,7067,1423,2335,4838,1537,2924,19,434,711,391,620,1243,307,898,8,171,133,800,1060,2397,901,1386,7,134,382,11114,322,1081,1073,116,23,212,0,2959,79,335,241,22,2,46,0,5486,131,546,599,68,12,126,0,430,5012793,4313670,212893,1257574,77783,990684,3755219,135110,3322986,472922,155525,71043,307039,33546,76878,152736,114576,17646,2676221,2377391,88896,0.0724796989075028,0.056084557459272,0.155120326982613,51074,28990,6553,905391,768319,26932,879.264204716507,9192,7859,"MN",8378,48112336.8,11115,54315510.12,9034,42273303.84,128240,615406913,"Hospitals",10842,59775009,"Total",233946,1216475951.76,"Minnesota",57.37889,39.08005,34.07151,0,FALSE,166706,0.114,259409,63247,276414,574.56,440.64,940,704,482,0.33,599100,134671,607537,132657,0.974333333333333
"368",28,2007,2283,1356,1117,1107,7654,2821,2431,55,1847,1531,538,240,12,83,1047,26,915,847,277,128,6,56,554,28,907,634,247,112,6,27,464,3045,336,1196,63,347,377,0,0,1521,219,619,39,215,203,0,0,1444,114,548,22,128,173,0,0,220,2810513,1670649,1029863,762156,336681,386693,2048357,693182,1283956,595375,228302,367810,201054,159185,58388,119147,44606,70779,1198766,774247,377715,0.188506686615686,0.147384723877366,0.262366767366185,109765,36611,68577,388144,274288,91964,696.61271045995,17478,9835,"MS",6088,20297004.84,2733,6984372.96,5342,16790579.64,93086,280912567,"Hospitals",28878,103209557,"Total",176080,584616810.96,"Mississippi",37.46809,37.62692,44.57306,2,TRUE,79524,0.182,92067,23556,426116,183.6,440.64,578,623,655,0,593533,102669,405056,189469,0.864833333333333
"369",29,2007,5260,4056,1314,3655,20649,4480,10250,2155,2807,4663,78,2140,562,279,2700,606,827,1440,10,725,272,143,456,1461,1883,2977,61,1334,274,123,2133,8327,133,3456,0,2172,585,124,0,2176,50,1049,0,829,165,35,0,5737,82,2261,0,1285,399,82,0,781,5666923,4685266,625249,1422031,200148,1090579,4244892,425101,3594687,779496,280135,184586,520487,85028,161325,190818,137747,42071,2754296,2349904,254105,0.125335644226153,0.115330239552721,0.167213648090226,104543,64024,29770,916198,783617,55017,747.751533085232,29823,19333,"MO",13052,56500819.92,10115,26739096.84,15444,42338886.84,158064,546701068,"Hospitals",20724,74025412,"Total",296006,1093264651.8,"Missouri",48.93254,11.92857,16.21684,1,TRUE,257953,0.155,241865,91396,823915,315.36,440.64,700,623,742,0,868224,134642,639003,217789,0.885166666666667
"370",30,2007,1075,818,25,584,4035,80,1665,32,787,1309,394,43,18,18,359,0,21,39,10,0,0,0,10,28,400,720,251,27,16,9,214,1864,71,555,299,11,128,26,0,48,0,24,3,0,3,2,0,971,23,381,211,7,57,12,0,83,920335,816684,5510,221276,2601,182626,699059,2909,634058,128205,40849,1601,96633,753,27127,24904,18438,394,460073,419992,1844,0.0807550399611376,0.0732307003545459,0.247547874824848,13815,8483,0,153888,135202,1342,711.742959183673,2909,2130,"MT",1662,6982812.36,1869,6960381.84,1805,6034452.48,24299,93884863,"Hospitals",1245,4267411,"Total",47701,191855948.76,"Montana",43.5901,59.955,63.49663,0,TRUE,28662,0.126,35850,8043,79969,509.76,440.64,880,623,122,0,81651,19279,83844,23090,0.943
"371",31,2007,3575,2932,547,2173,13154,1565,5898,317,1538,2975,860,702,209,202,2775,57,252,510,155,149,38,54,350,198,927,1766,499,422,143,98,1844,6197,0,1162,1,698,619,308,0,956,0,196,1,126,129,47,0,3885,0,728,0,453,333,185,0,233,1711704,1445007,72937,448864,25963,343253,1262840,46974,1101754,198380,71820,24545,131113,12327,35918,43859,31791,6057,907940,796227,29627,0.0858700237883427,0.0579390199290633,0.157489046356899,20237,12635,1816,315091,263156,7232,742.969956480204,4402,2108,"NE",3556,17090512.92,3117,9955854.72,4102,13615538.4,51483,192408041,"Hospitals",7179,26530666,"Total",100175,414030746.16,"Nebraska",23.51731,13.775,23.43545,0,TRUE,59700,0.116,82506,15218,120634,393.12,440.64,772,632,174,0.08,206387,42087,237410,52966,0.9015
"372",32,2007,3703,2640,1083,1656,12411,2511,4048,123,2402,2660,298,878,93,176,2015,12,765,731,130,274,26,44,509,85,1044,1328,132,379,53,88,917,3835,659,2245,223,473,47,267,0,1042,220,639,88,143,17,90,0,1722,278,1125,91,271,26,116,0,725,2455511,1448347,175373,641274,55667,293563,1814237,119706,1154784,271754,103691,32719,116375,15687,28949,71758,39975,9392,1209204,750049,77275,0.135891031506433,0.0664495354976366,0.101492448093094,54972,21460,8102,401456,199161,18331,1167.15548196661,13311,6517,"NV",4792,34604864.28,2366,10717861.68,6505,35013118.32,44685,205628290,"Hospitals",6113,30763653,"Total",98547,533426900.76,"Nevada",55.38219,38.0256,32.82365,2,TRUE,116173,0.143,132198,16452,122224,375.84,440.64,756,659,250,0,175015,51749,193461,59981,0.996833333333333
"373",33,2007,570,468,47,441,2206,129,1256,0,256,957,352,60,7,4,0,0,19,71,32,6,1,0,0,0,210,730,263,45,5,3,0,489,33,425,229,0,34,426,0,39,2,38,14,0,1,35,0,373,28,333,169,0,28,325,0,3,1270883,1188111,11721,298880,4139,269439,972003,7582,918672,97675,29408,3206,85849,1503,24580,32376,29157,805,692101,653988,5719,0.0840225726358177,0.0822228302668165,0.122942386831276,14863,12787,308,212990,195577,2224,1071.25130346232,2759,1509,"NH",2645,14004216.36,3400,13978002.6,1965,8285807.52,36636,146044406,"Hospitals",757,2664607,"Total",61801,272482161.84,"New Hampshire",55.12859,58.60148,44.94031,0,TRUE,24910,0.092,59768,10971,59101,675,440.64,1011,650,76,0,111556,17411,113628,21016,1.06183333333333
"374",34,2007,5710,3999,2429,1692,21848,8229,4344,181,3770,8550,1198,1871,394,13,0,109,1801,4276,714,986,242,8,0,44,1097,2245,273,542,101,2,0,7337,694,4530,691,932,656,926,0,3177,427,2604,425,593,408,386,0,2221,140,1060,185,210,166,287,0,257,8473863,5310794,1123789,2076422,332891,1161829,6397441,790898,4148965,727914,255200,197623,259173,85848,64568,274932,142674,63717,4189979,2687589,506304,0.109470255459695,0.0741783799349629,0.14005986194003,146773,48583,51673,1432255,947776,113908,1251.71726094867,25354,13814,"NJ",27418,211281372,20667,93055505.4,17093,99856804.32,249516,1368746580,"Hospitals",19344,87850355,"Total",472019,2708222468.76,"New Jersey",61.08447,81.86528,82.66605,0,TRUE,220876,0.109,489217,83044,414503,457.92,440.64,832,654,742,0.2,902928,150502,654779,148680,1.14
"375",35,2007,2268,1943,135,640,6844,312,1273,579,603,2229,284,94,101,91,595,44,28,177,17,7,11,3,25,146,144,637,82,25,30,21,188,1837,18,1317,58,217,42,1059,0,98,0,119,11,22,3,58,0,547,9,338,16,72,16,271,0,453,1900878,800939,39763,493207,14058,144061,1407671,25705,656878,360372,135560,10204,85073,3999,18675,62521,20969,1366,870989,406269,16922,0.157248665805505,0.0567650709326686,0.12030110342248,53924,8083,2560,278849,102903,4439,786.407921933085,6429,4153,"NM",4424,18098713.44,2605,8173544.76,6423,21988182.24,63621,216412304,"Hospitals",9898,41028063,"Total",120948,447405013.08,"New Mexico",62.72764,94.77143,80.26433,0,TRUE,85175,0.152,80753,35652,233918,420.12,440.64,797,623,271,0.08,415611,64417,221055,121994,0.948
"376",36,2007,13225,10653,5805,2975,56261,20219,8449,4371,7224,18374,2854,7384,0,743,2069,1961,4090,8335,1346,3069,0,368,1041,805,619,4030,640,1988,0,59,307,22908,983,10162,0,4704,1472,2481,0,10517,489,4830,0,2302,721,1193,0,4937,177,1733,0,872,238,453,0,0,18675790,11290595,2863016,4455963,826268,2374956,14219827,2036748,8915639,2586849,897223,612133,999535,254574,274973,626534,301146,147745,8871403,5642579,1210598,0.130781365352288,0.0776786305880194,0.157583480305179,376780,107186,130949,2794315,1840452,265138,1133.68096426532,62738,26918,"NY",71567,471733543.44,52252,216605571.12,59060,298929899.52,496934,2536093754,"Hospitals",92821,442748681,"Total",1122950,6146405089.92,"New York",74.71856,49.63472,42.85992,0,TRUE,460676,0.12,1124976,269401,1801984,746.28,440.64,1057,710,2757,0.3,4039215,482787,1821026,535137,1.152
"377",37,2007,6021,3901,2416,2931,22633,7290,7642,1397,4128,6806,926,754,40,229,1940,575,1872,3069,419,302,17,109,781,724,1868,3041,451,400,23,93,853,9626,594,4349,0,444,1351,129,0,4027,293,1974,0,236,651,59,0,4526,255,2006,0,183,560,57,0,300,8596744,5851566,1805553,2157712,531538,1279738,6439032,1274015,4571828,1292821,462815,472971,583360,192528,156843,297093,156862,107694,4124723,2934855,776026,0.1550726499611,0.123921973434085,0.186059481124503,188185,76785,83177,1327421,943419,176634,808.764710928237,38240,10875,"NC",20164,81444529.08,16893,57842732.88,25639,84988072.8,257916,961825779,"Hospitals",46694,212599321,"Total",488723,1957974314.4,"North Carolina",54.12387,82.34249,72.67046,3,TRUE,401156,0.145,397609,48825,882946,293.76,440.64,680,623,1423,0,1329913,242135,962774,363073,0.917
"378",38,2007,901,753,58,569,3055,102,1339,254,401,717,87,443,0,14,221,32,15,40,2,8,0,0,5,141,281,413,60,280,0,5,147,1111,83,442,213,52,60,22,0,47,2,41,4,2,0,0,0,742,38,248,122,30,38,11,0,54,610553,545430,5171,145236,2189,119715,465317,2982,425715,70650,20033,1122,53019,553,12217,11171,8693,366,338239,311715,1989,0.100309002089931,0.0953273460166995,0.037237643872715,7426,2416,19,104379,93515,1024,614.929851632048,1392,1037,"ND",1155,4612928.4,1280,4362985.08,957,3104961.12,18103,79560776,"Hospitals",952,2662801,"Total",34246,147797096.04,"North Dakota",66.00346,24.5393,41.78979,0,FALSE,12720,0.077,28932,5230,45122,515.16,440.64,885,623,57,0,52643,14544,78909,19089,0.897666666666667
"379",39,2007,11007,7886,4457,5976,37412,11267,14022,2103,5741,14144,1067,2245,220,566,319,867,2448,5823,491,1049,145,349,95,1146,3085,7606,548,1143,71,203,220,11343,0,4513,2138,1252,0,2640,0,4887,0,2100,1080,683,0,1073,0,5936,0,2218,998,539,0,1380,0,356,11158276,9267942,1283170,2762803,396993,2140456,8395473,886177,7127486,1495398,534194,389883,971444,172971,298805,415006,298220,92128,5383253,4623055,510800,0.11043598279338,0.100796901223774,0.166175068586408,199125,126383,51503,1751909,1523068,104321,794.957441130298,49894,30831,"OH",23562,124982124.12,26103,98416397.52,25358,101294538.12,277705,1198492762,"Hospitals",23331,114947026,"Total",538013,2473850734.56,"Ohio",54.90311,21.03572,19.925,5,TRUE,394211,0.147,489937,167017,1076764,442.8,440.64,818,623,1446,0,1750155,281638,1100203,306235,0.896333333333333
